BIN		ZERO	ONE
0.28-0.32	0	0
0.32-0.36	10	0
0.36-0.40	0	0
0.40-0.44	0	0
0.44-0.48	0	0
0.48-0.52	0	0
0.52-0.56	0	0
0.56-0.60	0	4
0.60-0.64	0	6
